"id","code","name"
"14876",2.384801e+12,"Mezzelune cotto e formaggio"
"14877",2.38537e+12,"Milanese di suino"
"14878",2.385502e+12,"Bresaola della valtellina"
"14879",2.385548e+12,"Ciabatte caserecce gr.150"
"14880",2.385548e+12,"Ciabatte casarecce"
"14881",2.38593e+12,"Pompiere integrale"
"14882",2.386295e+12,"FAETANELLO"
"14883",2.386582e+12,"Salame romagnolo ubriaco al sangiovese"
"14884",2.386582e+12,"Salame Romagnolo Ubriaco al Sangiovese"
"14885",2.386761e+12,"Formaggio parmigiano reggiano dop"
"14886",2.386761e+12,"Parmigiano reggiano 36 mesi"
"14887",2.386761e+12,"Parmigiano reggiano dop"
"14888",2.386761e+12,"Formaggio parmigiano reggiano"
"14889",2.3869e+12,"Fettine di polpo"
"14890",2.387301e+12,"Salsiccia ciociara"
"14891",2.387397e+12,"Cheerios"
"14892",2.387627e+12,"Polpo del Mediterraneo"
"14893",2.387627e+12,"Polpo"
"14894",2.387627e+12,"Polpo del mediterraneo"
"14895",2.387627e+12,"Polpo cotto a vapore"
"14896",2.387627e+12,"Polpo del mediterraneo cotto al vapore"
"14897",2.387627e+12,"Polpo del mediterraneo - cotto a vapore"
"14898",2.38782e+12,"Prosciutto"
"14899",2.387821e+12,"Pane affettato integrale"
"14900",2.38783e+12,"Prosciutto crudo"
"14901",2.38792e+12,"Prociutto di parma"
"14902",2.388174e+12,"Mocetta"
"14903",2.388397e+12,"I salumi da ';cinta senese DOP';"
"14904",2.389246e+12,"salsicce punta di coltello suino"
"14905",2.389394e+12,"Parmigiano Reggiano"
"14906",2.389394e+12,"Parmigiano Reggiano"
"14907",2.389394e+12,"Parmigiano reggiano"
"14908",2.389394e+12,"Parmigiano Reggiano"
"14909",2.389394e+12,"Parmigiano reggiano"
"14910",2.389394e+12,"Parmigiano reggiano stagionato oltre 24 mesi"
"14911",2.390023e+12,"Tagliata di pollo"
"14912",2.39045e+12,"Pane segale croccante"
"14913",2.39046e+12,"Barbianer Schuettelbrot mini"
"14914",2.39049e+12,"Robiola Bardinella"
"14915",2.39055e+12,"Knödelbrot"
"14916",2.39062e+12,"Lasagne al forno"
"14917",2.39102e+12,"Patate"
"14918",2.391022e+12,"Petto pollo intero"
"14919",2.391029e+12,"Suino"
"14920",2.391029e+12,"Cara suino verde"
"14921",2.39139e+12,"Salumi misti"
"14922",2.39143e+12,"Prosciutto cotto"
"14923",2.39143e+12,"Prosciutto cotto nostrano"
"14924",2.39143e+12,"Prosciutto cotto"
"14925",2.39143e+12,"Prosciutto cotto nostrano"
"14926",2.39143e+12,"Prosciutto cotto"
"14927",2.39143e+12,"Prosciutto cotto"
"14928",2.39143e+12,"Rosa dell’Angelo"
"14929",2.39143e+12,"Prosciutto cotto"
"14930",2.39143e+12,"Prosciutto cotto nostrano"
"14931",2.39143e+12,"Prosciutto Cotto"
"14932",2.39143e+12,"Classico"
"14933",2.39143e+12,"Prosciutto cotto"
"14934",2.39143e+12,"PROSCIUTTO COTTO NOSTRANO"
"14935",2.39143e+12,"Prosciutto cotto nostrano senza polifosfati"
"14936",2.39143e+12,"Prosciutto cotto nostrano"
"14937",2.39143e+12,"Prosciutto cotto"
"14938",2.39143e+12,"Prosciutto Cotto"
"14939",2.39143e+12,"Rosa dell'angelo"
"14940",2.39143e+12,"Prosciutto cotto"
"14941",2.39143e+12,"Prosciutto cotto nostrano"
"14942",2.39143e+12,"Prosciutto cotto nostrano"
"14943",2.39143e+12,"Prosciutto cotto nostrano"
"14944",2.39143e+12,"prosciutto cotto"
"14945",2.39143e+12,"Prosciutto cotto nostrano"
"14946",2.39143e+12,"Prosciutto cotto nostrano"
"14947",2.39143e+12,"Prosciutto cotto nostrano"
"14948",2.39143e+12,"Proscitto cotto"
"14949",2.39143e+12,"Prosciutto cotto uno strano"
"14950",2.39143e+12,"Prosciutto cotto"
"14951",2.39143e+12,"prosciutto cotto"
"14952",2.39143e+12,"Prosciutto cotto"
"14953",2.39143e+12,"prosciutto cotto"
"14954",2.39143e+12,"Prosciutto cotto"
"14955",2.39144e+12,"Rosa dell' angelo"
"14956",2.39144e+12,"Mortadella"
"14957",2.39144e+12,"Mortadella"
"14958",2.39144e+12,"Mortadella"
"14959",2.39144e+12,"Mortadella"
"14960",2.39144e+12,"Mortadella"
"14961",2.39144e+12,"Mortadella"
"14962",2.39144e+12,"Mortadella senza polifosfati aggiunti"
"14963",2.39144e+12,"Rosa dell'angelo mortadella"
"14964",2.391493e+12,"Premium quality banane"
"14965",2.391964e+12,"Pane low carb"
"14966",2.392251e+12,"Formaggio fresco con peperoncino"
"14967",2.392756e+12,"Arance"
"14968",2.393195e+12,"Pancetta stagionata CAMPAGNANO"
"14969",2.394003e+12,"Camembert di bufala"
"14970",2.394003e+12,"Camembert di bufala"
"14971",2.394116e+12,"Asado di scottona"
"14972",2.394283e+12,"Trippa precotta"
"14973",2.39485e+12,"Pollo fusi"
"14974",23948662,"Croccantini di benevento"
"14975",2.39497e+12,"Involtini primavera"
"14976",2.395171e+12,"Burger di pollo"
"14977",2.395316e+12,"Bovino"
"14978",2.39546e+12,"Pane tipo 00 affettato"
"14979",2.39548e+12,"Pane"
"14980",2.39548e+12,"Pane integrale affettato"
"14981",2.39556e+12,"Pane integrale"
"14982",2.39556e+12,"Pane di tipo integrale"
"14983",2.39556e+12,"Pane di tipo integrale"
"14984",2.39556e+12,"Pane integrale"
"14985",2.39556e+12,"Pane"
"14986",2.39556e+12,"pane integrale"
"14987",2.39556e+12,"Pane integrale"
"14988",2.39556e+12,"Pane integrale"
"14989",2.39556e+12,"Pane integrale a fette"
"14990",2.39556e+12,"pane di tipo integrale"
"14991",2.39556e+12,"Pane integrale"
"14992",2.39556e+12,"Pane di tipo integrale"
"14993",2.39556e+12,"Pane di tipo integrale"
"14994",2.39556e+12,"Pane di tipo integrale"
"14995",2.39562e+12,"Filetta pane fresco"
"14996",2.395673e+12,"Burger con friarelli"
"14997",2.39584e+12,"Aquiloni di pollo con spinaci e formaggi"
"14998",2.39584e+12,"Aquiloni agli spinaci"
"14999",2.395893e+12,"Salsiccia pugliese dolce"
"15000",2.39597e+12,"Aquiloni"
"15001",2.39603e+12,"Formaggio"
"15002",2.39603e+12,"Monte veronese"
"15003",2.39603e+12,"formagio dop"
"15004",2.396628e+12,"Antipasto Marchigiano"
"15005",2.398082e+12,"Salame corralina"
"15006",2.399364e+12,"Misto pelato tostato e salato"
"15007",2.399581e+12,"MAASDAM"
"15008",2.399581e+12,"maasdam"
"15009",2.399581e+12,"Maasdam"
"15010",2.399581e+12,"Formaggio Maasdam"
"15011",2.399581e+12,"Formaggio Maasdam"
"15012",2.399581e+12,"Formaggio Maasdam"
"15013",2.399581e+12,"Maasdam"
"15014",2.399581e+12,"maasdam formaggio"
"15015",2.399581e+12,"Formaggio"
"15016",2.4e+12,"Insalata iceberg"
"15017",2.4e+12,"Tagliata pollo"
"15018",2.4e+12,"Filetti di pollo panati"
"15019",2.4e+12,"Pasta di Salsiccia"
"15020",24000012313,"Ananas tranches"
"15021",24000024,"Pan grattato"
"15022",2.400005e+12,"Nesquik Chocoballs"
"15023",2.400005e+12,"Cordon Bleu vegetale"
"15024",2.400007e+12,"Biscotti integrali con riso"
"15025",2.400007e+12,"Piadelle sfogliate"
"15026",2.40002e+12,"Panini"
"15027",24000291,"tè nero miscela indiana"
"15028",2.400038e+12,"Cornetti"
"15029",2.4001e+12,"Freselle integrali"
"15030",2.40014e+12,"Tarallini"
"15031",2.40016e+12,"Tarallini cime di rapa"
"15032",2.400175e+12,"Macinato di scottona"
"15033",24002226,"Purè di patate in fiocchi"
"15034",240023,"Tonno all'olio di oliva"
"15035",2.40076e+12,"Salame puro suino"
"15036",2.400763e+14,"nuvole mousse"
"15037",2.400763e+14,"Antichi cereali"
"15038",2.400763e+14,"Hipro 25g proteine"
"15039",2.400899e+12,"40 arrosticini di ovino adulto congelati"
"15040",2.401061e+12,"Gana padano DOP"
"15041",2.401061e+12,"Formaggio duro italiano"
"15042",2.401061e+12,"Formaggio duro Italiano"
"15043",2.401061e+12,"formaggio duro italiano"
"15044",2.401061e+12,"Formaggio Duro Italiano"
"15045",2.401427e+12,"Trancio di pesce spada decongelato"
"15046",2.401461e+12,"Pomodoro secchi"
"15047",2.401981e+12,"Panini"
"15048",2.401982e+12,"Panini soffiati"
"15049",2.402079e+12,"Pane cafone integrale"
"15050",2.402079e+12,"Pane cafone"
"15051",2.40213e+12,"Formaggio a pasta filata"
"15052",2.402283e+12,"Grana Padano D.O.P"
"15053",2.402283e+12,"Grana Padano"
"15054",2.402283e+12,"Grana Padano D.O.P."
"15055",2.402283e+12,"Grana Padano D.O.P. - Riserva oltre 20 mesi"
"15056",2.402283e+12,"Grana Padano DOP"
"15057",2.402283e+12,"Grana Padano dop"
"15058",2.402283e+12,"Grana padano D.O.P."
"15059",2.402283e+12,"Lettere dall' italia"
"15060",2.402313e+12,"Petto di pollo a fette"
"15061",2.402313e+12,"Petto di pollo a fette"
"15062",2.40234e+12,"Coste bio"
"15063",2.40288e+12,"Spianata piccante"
"15064",2.402996e+12,"Pancetta rotolata"
"15065",2.403517e+12,"Spiedino Suino"
"15066",2.403552e+12,"Grana Padano"
"15067",2.403552e+12,"Grana padano svaglie"
"15068",2.403552e+12,"Grana padano"
"15069",2.40366e+12,"Nocciole sgusciate tostate"
"15070",2.403701e+12,"Mango disidratato zuccherato a fette"
"15071",2.403719e+12,"PANATI"
"15072",2.403787e+12,"Carne di Bufalo Campana"
"15073",2.403882e+12,"Hamburger scelti di bovino adulto"
"15074",2.404203e+12,"Seppia pulita"
"15075",2.404582e+12,"Pane bianco a fette"
"15076",2.404949e+12,"Zoccoletti pane fresco"
"15077",240500000,"Salame milano di puro suino"
"15078",2.405489e+12,"Panini all'olio"
"15079",24055550,"Biomiele Natura Felice"
"15080",2.405589e+12,"Hamburguesas"
"15081",2.405589e+12,"Hamburger di Bovino"
"15082",2.405589e+12,"Burger di Bovino adulto"
"15083",2.405814e+12,"Tagliata aberdeen"
"15084",2.405831e+12,"SALSICCIA FC DOLCE"
"15085",2.405831e+12,"Salsiccia dolce"
"15086",2.405831e+12,"Salsiccia dolce"
"15087",2.40604e+12,"Salsiccia stagionata"
"15088",2.40604e+12,"Salsiccia stagionata"
"15089",2.40604e+12,"Salsiccia Stagionata"
"15090",2.40689e+12,"Galantina"
"15091",2.407258e+12,"Prosciutto crudo gran dolce"
"15092",2.407467e+12,"Pane verna biologico"
"15093",2.407467e+12,"Pane Verna biologico"
"15094",2.407467e+12,"pane di antico GRANO VERNA"
"15095",2.407467e+12,"Pane Verna bio"
"15096",2.407467e+12,"Pane di antico Grano Verna"
"15097",2.407467e+12,"Pane Verna Biologico"
"15098",2.407467e+12,"Pane Verna Biologico"
"15099",2.407467e+12,"Verna bio"
"15100",2.407467e+12,"Pane Verna biologico"
"15101",2.407467e+12,"Pane verna biologico"
"15102",2.407467e+12,"Pane Verna biologico"
"15103",2.407467e+12,"Pane Verna Biologico"
"15104",2.407971e+12,"Straccetti di galletto"
"15105",2.407971e+12,"Straccetti di galletto"
"15106",2.408575e+12,"Cracker mexico"
"15107",2.40879e+12,"Filetto di trota al naturale"
"15108",2.40879e+12,"Filetto di Trota al Naturale"
"15109",2.40881e+12,"Filetto di trota affumicata"
"15110",2.40902e+14,"Pane per burger"
"15111",2.40902e+14,"plumcake riso e mais"
"15112",2.409025e+14,"Biscotti camomilla"
"15113",2.409051e+14,"Coppa cioccolato"
"15114",2.409051e+14,"Barretta proteica"
"15115",2.409064e+14,"dessert mandorla"
"15116",2.40907e+14,"Burger Goloso"
"15117",2.40907e+14,"Polpette vegetali"
"15118",2.40907e+14,"Sarchio Quinoa e Mirtilli Rossi Barrette"
"15119",2.40908e+14,"lindt excellence cacao"
"15120",2.409086e+14,"Cotolette di pollo italiano"
"15121",2.409086e+14,"Le mais bio"
"15122",2.40923e+14,"Formaggio fresco primo sale"
"15123",2.409495e+12,"Parma 2064"
"15124",2.409646e+12,"Il cotto Wolf"
"15125",2.40983e+14,"Gorgonzola"
"15126",2.40989e+14,"Protein snack"
"15127",24100021,"Ondina filetti di acciughe"
"15128",2.410003e+12,"Parmigiano reggiano 30"
"15129",24100038,"Filetti di acciughe in olio d'oliva"
"15130",24100076,"Filetti di Acciuge con Peperoncino"
"15131",24100113,"Yougurt intero alla ciliegia"
"15132",24100144,"Curuma"
"15133",24100151,"Cono Snack"
"15134",24100168,"Cono snack"
"15135",24100212,"Yogurt alla banana"
"15136",24100229,"Yogurt intero alla fragila con confetti al cioccolato"
"15137",24100236,"Liquirizia confettata gusto anice e menta"
"15138",24100250,"Liquirizia confettata gusto eucalipto"
"15139",24100267,"Liquid fresh"
"15140",24100274,"Liquid fresh"
"15141",24100298,"xylitol oral care"
"15142",24100304,"Spinclass Stevia fresh 2 pack"
"15143",24100311,"Caramelle Limone e Erbe - senza zucchero e senza glutine"
"15144",24100328,"Caramelle senza zucchero senza glutine eucaliptolo&erbe"
"15145",24100335,"Primosale"
"15146",24100359,"I Battuti Melanzane"
"15147",24100366,"I battuti pomodori secchi"
"15148",24100373,"I battuti verdure mediterranee"
"15149",24100380,"Salsa barbecue"
"15150",24100397,"Pino e erbe"
"15151",24100441,"I pesti peperoni con noci"
"15152",24100465,"I pesti olive e mandorle"
"15153",24100472,"Pesche allo sciroppo"
"15154",24100489,"Pesche mezze allo sciroppo"
"15155",24100496,"Pere mezze allo sciroppo"
"15156",24100502,"Robiola"
"15157",24100533,"Robiola al tartufo"
"15158",24100557,"Frutra snack"
"15159",24100564,"Frutta snack"
"15160",24100571,"Frutta Snack Mela e Frutti di Bosco"
"15161",24100588,"Filetti di alici dell'adriatico"
"15162",24100595,"Insalata di mare"
"15163",24100601,"Insalata di polpo"
"15164",24100618,"Cocktail Reale"
"15165",24100625,"Lievito fresco"
"15166",24100632,"Snack cocco"
"15167",24100649,"Cremoso extra"
"15168",24100656,"Cremoso extra"
"15169",24100663,"Cremoso Extra"
"15170",24100670,"Cremoso extra"
"15171",24100687,"Cremoso extra"
"15172",24100694,"Skyr 0,1"
"15173",24100700,"Milk snack con miele"
"15174",24100717,"Milk snack"
"15175",24100724,"Fresh mints"
"15176",24100731,"Fresh mints Green tea matcha&pomegranate"
"15177",24100748,"Fresh mints lemon"
"15178",24100755,"Fresh mints"
"15179",24100762,"Crema di Parmigiano Reggiano"
"15180",24100779,"Crema di Parmigiano Reggiano"
"15181",24100786,"Crema di parmigiano reggiano gusto erba cipollina"
"15182",24100809,"Miele"
"15183",24100816,"Caramelle alle erbe balsamiche"
"15184",24100823,"Caramelle Melissa limoncella"
"15185",24100830,"Alici"
"15186",24100854,"Mini mint"
"15187",24100861,"Mini orange gusto arancia"
"15188",24100878,"Yogurt con miele e pappa reale"
"15189",24100885,"Yogurt con confettura di fragole"
"15190",24100892,"yogurt al mirtillo"
"15191",2.41009e+12,"Pagnotta è salute"
"15192",24100908,"chewing gum"
"15193",24100915,"spinclass extra fresh"
"15194",24100922,"Spinclas"
"15195",24100939,"Xylitol oral care"
"15196",24100946,"extra fresh"
"15197",24100953,"Gomma"
"15198",24100960,"Liquid"
"15199",24101011,"Protein +"
"15200",24101028,"PROTEIN +"
"15201",24101035,"Protein Cacao"
"15202",24101042,"Protein+"
"15203",24101059,"Kefir bianco"
"15204",24101066,"Kefir melograno e semi di chia"
"15205",24101073,"Kefir"
"15206",24101080,"Kefir mirtillo"
"15207",24101097,"Kefir avena e noci"
"15208",24101103,"Mix bifididus con croccante alla nocciola"
"15209",24101110,"Bifidus mix"
"15210",24101127,"Yogurt alla vaniglia con preparato di lamponi"
"15211",24101134,"Yogurt biamco con cereali"
"15212",24101141,"Dessert Mimosa"
"15213",24101158,"Milk Snak con miele"
"15214",24101165,"Milk snack"
"15215",24101172,"Skyr mirtillo"
"15216",24101189,"Skyr"
"15217",24101196,"Skyr caffè"
"15218",24101202,"Skyr 0 Vaniglia"
"15219",24101219,"Pesto basilico e zucchine"
"15220",24101226,"Tomini rossi sottolio"
"15221",24101240,"Yogurt intero alla confettura extra di lamponi"
"15222",24101257,"Yogurt intero con marmellata di arance amare"
"15223",24101264,"I pesti - Carciofi e noci"
"15224",24101271,"I PESTI RICOTTA E TARTUFFO"
"15225",24101288,"Nocciobisk"
"15226",24101295,"Dessert cioccolato e lampone"
"15227",24101301,"Preparato mix per soffritto"
"15228",24101318,"Yogurt mela e cannella"
"15229",24101325,"Merendina al miele"
"15230",24101332,"Mousse con salmone"
"15231",24101370,"Protein +"
"15232",24101387,"Latte espresso"
"15233",24101394,"Latte cappuccino"
"15234",2.41014e+12,"Hamburger con tacchino"
"15235",2.41014e+12,"ortaiola con spinaci"
"15236",2.41014e+12,"Cordon bleu"
"15237",2.41014e+12,"alette di pollo"
"15238",24101400,"Amo essere biologico / marmellata di arance amare"
"15239",24101417,"Amo essere"
"15240",24101424,"Amo essere biologico preparazione di fragole"
"15241",24101431,"Marmellata albicocca"
"15242",24101448,"Formaggio ai fiori"
"15243",24101462,"Budino caccao e vaniglia"
"15244",24101486,"Pro+tein"
"15245",24101493,"Protein"
"15246",24101509,"Tiramisù"
"15247",24101516,"Cheesecake fragoline"
"15248",24101523,"Yogurt banana con confetti al cioccolato"
"15249",24101530,"Yogurt alla fragola con confetti al cioccolato"
"15250",24101578,"Succo di limone italiano"
"15251",24101622,"Riso latte"
"15252",24101646,"Proteine + tiramisù"
"15253",24101653,"Protein+"
"15254",24101660,"Protein +"
"15255",24101745,"Merendina al miele"
"15256",24101790,"Obazda"
"15257",24101806,"Il braciere"
"15258",24101813,"Salsa bbq whisky"
"15259",24101820,"Zenzero a cubetti"
"15260",24101837,"Misto student"
"15261",24101844,"Banana chips"
"15262",24101899,"noci sgusciate"
"15263",24101912,"Misto Piccante"
"15264",24101936,"Misto frutta secca"
"15265",24101943,"Pistacchi"
"15266",24101967,"Nocciole sgusciate"
"15267",24101974,"Anacardi"
"15268",24101998,"Mandorle"
"15269",24102001,"mandorle tostate salate"
"15270",24102056,"Granella di pistacchi"
"15271",24102063,"Misto Benessere"
"15272",24102070,"Snack piccante cracker di riso"
"15273",24102087,"Semi di zucca sgusciati tostati salati"
"15274",24102094,"Effervescente compresse"
"15275",24102148,"Funghi porcini secchi"
"15276",24102162,"Aceto Balsamico"
"15277",24102179,"Olio extravergine di oliva"
"15278",24102193,"Sale affumicato di faggio"
"15279",24102216,"Sale Rosa dell'Himalaya"
"15280",24102230,"Peperoncini piccanti"
"15281",24102247,"Croccantini gusto formaggio"
"15282",24102254,"Robiola"
"15283",24102261,"Crema di parmigiano reggiano"
"15284",24102278,"Yogurt con miele e pappa resle"
"15285",24102292,"Yogurt al mirtillo"
"15286",24102315,"Yogurt all arancia amara"
"15287",24102322,"Yogurt mela e cannella"
"15288",24102346,"Tiramisù amo essere biologico eurospin"
"15289",24102353,"Cheesecake Fragoline"
"15290",24102360,"Miele al tiglio"
"15291",24102421,"Salame strolghino"
"15292",24102445,"Macaron"
"15293",24102452,"Macaron"
"15294",24102469,"Macaron"
"15295",24102513,"Paté ai porcini"
"15296",24102520,"Crema alla zucca"
"15297",24102544,"Crema alle cime di rapa"
"15298",24102551,"Paté alla cipolla rossa"
"15299",24102575,"Ondina Filetti di Acciughe arrotolati con capperi"
"15300",24102582,"Filetti di acciughe"
"15301",24102636,"Tiramisù alla castagna"
"15302",24102643,"Dessert Sacher"
"15303",24102773,"Rismarino di Sicilia"
"15304",24102957,"Aceto balsamico di modena igp"
"15305",2.4103e+12,"beres junior srl"
"15306",24103015,"Protein+ vaniglia e cookies"
"15307",24103039,"Condimento a base di olio extravergine di oliva e tartufo"
"15308",24103060,"Salsa dip hummus"
"15309",24103091,"Budino di soia al cioccolato"
"15310",2.410516e+12,"Carrello tondo"
"15311",2.410516e+12,"Caprello"
"15312",2.410537e+12,"Capocollo Martina franca"
"15313",24106764,"Salade au thon"
"15314",2.41073e+12,"Ciappette alle mandorle bio"
"15315",24108195,"Bela struca"
"15316",24108379,"Gommose alla frutta"
"15317",2.41098e+12,"Lingua di vitello"
"15318",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15319",2.41099e+12,"Nervetti di bovino cotti in gelatina"
"15320",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15321",2.41099e+12,"I grangustosi"
"15322",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15323",2.41099e+12,"Nervetti"
"15324",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15325",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15326",2.41099e+12,"I gran gustosi"
"15327",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15328",2.41099e+12,"Nervetti in gelatina cotti"
"15329",2.41099e+12,"I Grangustosi"
"15330",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15331",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15332",2.41099e+12,"Nervetti bovini cotti in gelatina"
"15333",2.41099e+12,"Nervetti Bovini Cotti in Gelatina"
"15334",2.41111e+12,"Insalata di nervetti"
"15335",2.41111e+12,"Insalata di nervetti"
"15336",2.41111e+12,"Insalata di nervetti"
"15337",2.41111e+12,"I GRAN GUSTOSI"
"15338",2.41111e+12,"Insalata di nervetti"
"15339",2.41111e+12,"Insalata di nervetti"
"15340",2.41111e+12,"Insalata di nervetti"
"15341",2.41111e+12,"Insalata di nervetti"
"15342",2.41111e+12,"Insalata di nervetti"
"15343",2.41111e+12,"Cotoletta classica"
"15344",2.41116e+12,"Le birbe"
"15345",2.41116e+12,"Birbe di pollo"
"15346",2.41116e+12,"Le birbe"
"15347",2.41116e+12,"Nugget birbe"
"15348",2.41116e+12,"Bocconi di pollo"
"15349",24112499,"Filetti di Merluzzo Atlantico"
"15350",24112543,"Wurstel di pollo"
"15351",24112598,"Carne avicola"
"15352",24112604,"Cordon Bleu"
"15353",24112611,"Macinato di tacchino"
"15354",24112628,"Fagiolini finissimi"
"15355",24112710,"Spinaci in foglia"
"15356",24112772,"Prosciutto cotto alta qualità"
"15357",24112789,"Prosciutto cotto scelto"
"15358",24113250,"Pisellini"
"15359",24113625,"Hamburger di tacchino"
"15360",24113724,"Hamburger di pollo"
"15361",24113847,"Tagliata di petto di pollo"
"15362",24113977,"Prezzemolo"
"15363",24114066,"Asparagi"
"15364",24114097,"Minestrone Light"
"15365",24114103,"Contorno di verdure"
"15366",24114332,"Farmer's Gold Bastoncini di verdure"
"15367",24114349,"Minestrone 14 verdure"
"15368",24115186,"Patate a spicchio"
"15369",24115216,"Patate al rosmarino"
"15370",24115407,"4 burger di soia"
"15371",24115445,"Cotolette di soia"
"15372",24115537,"Ravioli"
"15373",24116602,"Nutella"
"15374",24117029,"Mandorle"
"15375",24118040,"Canestrelli"
"15376",24118903,"Frollini con riso e latte"
"15377",2.411899e+12,"Bastardo del Grappa"
"15378",24119276,"Pizza magherita"
"15379",24119405,"Frollini con cacao e gocce di cioccolato fondente"
"15380",24119474,"Cornetto albicocca"
"15381",24119610,"Cornetto alla crema"
"15382",24119672,"CREMA CLASSICO INTENSO"
"15383",24119696,"Oro 100% arabica"
"15384",24119740,"Decaffeinato classico"
"15385",2.411987e+12,"ciambella yogurt"
"15386",2.412e+12,"Grana Padano"
"15387",2.412e+12,"Parmigiano"
"15388",2.412e+12,"Grana padana"
"15389",2.412e+12,"Grana padano"
"15390",2.41202e+12,"Parmigiano reggiamo dop"
"15391",2.41204e+12,"Asiago Formaggio DOP"
"15392",2.41204e+12,"asiago"
"15393",2.41204e+12,"Asiago"
"15394",2.41204e+12,"Asiago"
"15395",2.412052e+12,"Pain aux céréales danoises"
"15396",24121385,"Rosetta"
"15397",24121408,"Brezel"
"15398",24121514,"Filoncino ranno"
"15399",2.41223e+12,"Pagnottella arrosto di fesa intera di tacchino"
"15400",24122542,"Crocchette di patate"
"15401",24122740,"Gelato variegato amarena"
"15402",24123624,"Caramelle balsamiche menta eucalipto"
"15403",24123730,"Liquid boost"
"15404",24123754,"Rotelle di liquirizia"
"15405",24123785,"Cracker"
"15406",24123792,"Frollini con Farina di Riso"
"15407",24123853,"Frollini di cereali"
"15408",24124188,"Filetto di sgombro"
"15409",24124201,"Filetto di tonno"
"15410",24124904,"Bonlà Yogurt intero bianco"
"15411",24124980,"Yogurt"
"15412",24124997,"Yogurt intero ai frutti di bosco"
"15413",24125000,"Yogurt Intero alla Vaniglia"
"15414",24125130,"Yogurt bianco senza lattosio"
"15415",24125208,"Miele di Arancio"
"15416",24125260,"Snack Fun Tortilla Chips Classica"
"15417",24125383,"Taralli semi finocchio"
"15418",24125390,"taralli"
"15419",24125406,"Taralli"
"15420",24125420,"Crostini integrali croccanti e friabili"
"15421",24125444,"Schiacciatine al gusto pizza"
"15422",24125475,"Schiacciatine al rosmarino"
"15423",24125642,"Crakcker"
"15424",24125666,"Cracker con riso soffiato"
"15425",24125673,"CRACKER SALATI"
"15426",24125734,"Yogurt alla fragola"
"15427",24125741,"Yogurt vaniglia bourbon"
"15428",2.41258e+12,"Alette di pollo"
"15429",2.41258e+12,"Alette di pollo stuzzicanti e dorate"
"15430",2.4126e+12,"Arrosto di tacchino"
"15431",2.4126e+12,"Arrosto di tacchino"
"15432",2.412641e+12,"Pane arabo cotto a legna"
"15433",2.4127e+12,"Arrosto di pollo"
"15434",2.4127e+12,"Arrosto di petto di pollo"
"15435",24127349,"frutti ROSSI gusto fresco"
"15436",24127400,"The pesca"
"15437",24127417,"The limone"
"15438",24127615,"Bevanda ACE"
"15439",2.412762e+12,"Parmigiano Reggiano"
"15440",24127646,"Bevanda Arancia Rossa"
"15441",24127998,"Bio bevanda di soia"
"15442",24128001,"Bevanda di Riso BIO"
"15443",24128049,"Preparato solubile al limone"
"15444",24128308,"Polenta istantanea"
"15445",24128322,"Cacao amaro in polvere"
"15446",24128339,"Cacao zuccherato in polvere"
"15447",24128353,"Pasta madre disidratata con lievito"
"15448",24128360,"Fecola di patate"
"15449",24128407,"Gocce di cioccolato"
"15450",24128414,"Preparato per bevanda al gusto di cioccolato"
"15451",24128476,"Uvetta"
"15452",24128575,"Bio riso arborio"
"15453",24128650,"Misto 5 cereali"
"15454",24128827,"Spaghetti"
"15455",24128834,"Fusilli"
"15456",24128971,"Risotto alla parmigiana"
"15457",24129008,"Risotto alla marina"
"15458",24129015,"Crema agli asparagi"
"15459",24129138,"Budino al gusto cioccolato"
"15460",24129152,"Funghi porcini freschi"
"15461",24129220,"Fagioli Borlotti"
"15462",24129237,"Lenticchie rosse secche"
"15463",24129244,"Lenticchie giganti secche"
"15464",24129251,"Fagioli cannellini secchi"
"15465",24129336,"BIO PESTO alla genovese"
"15466",24129664,"Tortellini"
"15467",24129695,"Tortelloni alla Ricotta e spinaci"
"15468",24129725,"Ravioli"
"15469",24129824,"Caciocavallo Silano DOP"
"15470",24130059,"Ciambella allo Yogurt"
"15471",24130127,"Olio extra vergine grezzo"
"15472",24130134,"Olio extra vergine d’oliva"
"15473",24130158,"Olio Extravergine d’oliva"
"15474",24130288,"Yogurt con bifidus bianco con cerali"
"15475",24130295,"Bonlà"
"15476",24130325,"Yogurt con bifidus avena e noci"
"15477",24130363,"Sugo alle verdure"
"15478",24130417,"Senape delicata"
"15479",24130448,"Salsa messicana"
"15480",24130509,"Brodo classico"
"15481",24130516,"Brodo vegetale"
"15482",24130554,"Bio pesto alla genovese"
"15483",24130608,"Rosmarino in foglie"
"15484",24130639,"Peperoncino in polvere"
"15485",24130646,"Stevia"
"15486",24130653,"Zucchero a velo"
"15487",24130691,"Glassa con “aceto balsamico di modena I.G.P.”"
"15488",24130707,"Aceto di mele"
"15489",24130769,"Sale Iodato Marino"
"15490",24130776,"Sale rosa dell'Himalaya"
"15491",24130851,"Cipolla essiccata in granuli"
